ID,Bio_Origin,Plant_Origin,Orphan_Drug,Homeopathic,Early_Termination,Manual_URL,Shelf_Life,Shelf_Life_Value,Shelf_Life_Unit
4B54FAC4830861F2C22584B6002A242C,False,,,,,,,,
F7111E2E9C5AA7C2C225872600211DA9,False,False,False,False,False,http://www.drlz.com.ua/ibp/lz_www.nsf/id/74E8DFB2C3427265C2258ACF00497959/$file/UA173160101_21FA.pdf,2 роки,2.0,рік
76AFFBAF0B19FF39C225872600217C5C,False,False,False,False,False,,5 років (період переконтролю),5.0,рік
C9AB892F576B11B6C225860800243A25,False,False,False,False,False,,переконтроль кожні 4 роки,4.0,рік
F86E8E355BD1EEC9C2258B40003F2F72,False,False,False,False,False,,3 роки,3.0,рік
4F9AF7BF6CB63D3AC2258B40003F724B,False,False,False,False,False,,період переконтролю - 60 місяців,5.0,рік
FC8276D549F8731CC2258BAF0039D317,False,True,False,False,False,http://www.drlz.com.ua/ibp/lz_www.nsf/id/32075F30BDB38EC442258ABB003F0EE1/$file/UA51140101_DFF5.mht,2 роки,2.0,рік
7E075330A93F1BCDC2258B1700298D7F,False,True,False,False,False,,2 роки,2.0,рік
60A8AF295D6D172BC225860000397F65,False,True,False,False,False,http://www.drlz.com.ua/ibp/lz_www.nsf/id/110AEC43A832D7AB42258BAF00364AE6/$file/UA51140201_6769.mht,5 років,5.0,рік
EDC5190FD5351E48C2258B5500337F58,False,True,False,False,False,http://www.drlz.com.ua/ibp/lz_www.nsf/id/5201695FAE3A471DC2258ACF004B00BC/$file/UA51140202_27EE.mht,5 років,5.0,рік
1D5A84CE3917B9A7C225855400296DF3,False,True,False,False,False,,термін переконтролю - 5 років,5.0,рік
065B0CFD3D0A5038C225882C0058E647,False,True,False,False,False,,термін переконтролю 5 років,5.0,рік
0046B862C49B0EC8C2258A0E0037297A,False,True,False,False,False,,3 роки,3.0,рік
EFCF4EE5F2AB8241C2258B170027BF1B,False,False,False,False,False,http://www.drlz.com.ua/ibp/lz_www.nsf/id/D256485E55BC5DDD42258BD9004065CF/$file/UA125320101_2C6F.mht,2 роки,2.0,рік
D7AF2B035203DE00C2258852002CA8C3,False,False,False,False,False,http://www.drlz.com.ua/ibp/lz_www.nsf/id/CC68F57CF9F00E9142258BB00053DA89/$file/UA54330102_44D6.mht,2 роки,2.0,рік
68A7F8A4347CA9BCC225851A00314B91,False,False,False,False,False,http://www.drlz.com.ua/ibp/lz_www.nsf/id/365676F39BFBB4AB42258BB00053DA92/$file/UA54330103_4A69.mht,2 роки,2.0,рік
6707013F0E5C9DA7C2258AC90035F259,False,False,False,False,False,http://www.drlz.com.ua/ibp/lz_www.nsf/id/8DBC7E641DDAD03642258BB00053DA9F/$file/UA54330101_4B63.mht,2 роки,2.0,рік
28C61DD39219B511C225854300283762,False,False,False,False,False,http://www.drlz.com.ua/ibp/lz_www.nsf/id/2260D5A2CBC3A26742258940002B8261/$file/UA184420101_4CF6.mht,2 роки,2.0,рік
25FDFB3D9380C262C2258A1900288FC9,False,False,False,False,False,http://www.drlz.com.ua/ibp/lz_www.nsf/id/177AC43EB15E2EE7C22589C2002B969F/$file/UA184420102_CF25.mht,2 роки,2.0,рік
0D4264DF39D8FA4EC22589F0003198D2,False,False,False,False,False,,термін переконтролю - 36 місяців,36.0,місяць
6641F1CCB0802159C2258AC90036B478,False,False,False,False,False,,період переконтролю - 5 років,5.0,рік
80F95286019655F2C22584DE002D00B3,False,False,False,False,False,,термін переконтролю - 4 роки,4.0,рік
D94D0855FED808CBC22586C3004AB897,False,False,False,False,False,,5 років,5.0,рік
021FA79EEC8F6603C2258569002FAAFF,False,False,False,False,False,,3 роки,3.0,рік
9541118D6359A88DC2258B5500282441,False,False,False,False,False,http://www.drlz.com.ua/ibp/lz_www.nsf/id/A9B595BCC18FD893C2258AF9004F2435/$file/UA174770101_1C51.mht,2 роки,2.0,рік
8700051C34B3F5B4C2258AD80040C679,False,False,False,False,False,http://www.drlz.com.ua/ibp/lz_www.nsf/id/7AC3B11042E3713FC2258AF9004F2503/$file/UA174770102_FC27.mht,2 роки,2.0,рік
CA98580EAA7157D0C225888400447A80,False,False,False,False,False,http://www.drlz.com.ua/ibp/lz_www.nsf/id/91BD31E8954E0BCFC2258B0300272A15/$file/UA174770103_DAEC.mht,2 роки,2.0,рік
A6DEBB6BD8F2E222C225887C000D4BC9,False,False,False,False,False,http://www.drlz.com.ua/ibp/lz_www.nsf/id/3B5D7A547FA6FB2042258B57004EE965/$file/UA140190102_4FEF.mht,3 роки,3.0,рік
2170B7818375450EC22580740028AB71,False,False,False,False,False,http://www.drlz.com.ua/ibp/lz_www.nsf/id/58E50110C6E5201F42258B57004EE960/$file/UA140190103_418E.mht,3 роки,3.0,рік
6E666B683A4695E8C22587ED00408D9B,False,False,False,False,False,http://www.drlz.com.ua/ibp/lz_www.nsf/id/743029AA1BAD049842258B69004C2E21/$file/UA169510101_3DFA.mht,3 роки,3.0,рік
A88C4CB28954055DC22580FE003E0576,False,False,False,False,False,http://www.drlz.com.ua/ibp/lz_www.nsf/id/C3C7395C9149C53E42258B69004C2E1E/$file/UA169510102_1DF0.mht,3 роки,3.0,рік
FD810797B5881A91C2258ABA00280157,False,False,False,False,False,http://www.drlz.com.ua/ibp/lz_www.nsf/id/BEA9364678B12BCAC2258B1600511AED/$file/UA178940101_4994.mht,3 роки,3.0,рік
327292F6937F4B77C225872500292613,False,False,False,False,False,http://www.drlz.com.ua/ibp/lz_www.nsf/id/CD5AF6CB26564329C2258B1600511AFD/$file/UA178940102_EFDD.mht,3 роки,3.0,рік
DD21E6511BF6C761C22589DA0020A118,False,False,False,False,False,http://www.drlz.com.ua/ibp/lz_www.nsf/id/800D23E3C1B4F177C225850400378CB9/$file/UA18120101_7080.mht,2 роки,2.0,рік
54DBFCEDB4D8EDD5C225898F0024544F,False,False,False,False,False,http://www.drlz.com.ua/ibp/lz_www.nsf/id/0A15F6AB8BC542C3C225880F0030DF33/$file/UA161970101_9E7B.mht,2 роки від дати виробництва препарату в упаковці in bulk,2.0,рік
BD9D70A91224E6C5C225877D002539B1,False,False,False,False,False,,4 роки,4.0,рік
F82085AE8A714E75C22586BF00329783,False,False,False,False,False,,термін переконтролю - 4 роки,4.0,рік
C0CE3950830545DFC22585540043C01F,False,False,False,False,False,http://www.drlz.com.ua/ibp/lz_www.nsf/id/5E8892CCD30A4DBA4225877A002C2AFC/$file/UA159070101_4369.mht,2 роки від дати виробництва препарату в упаковці «in bulk»,2.0,рік
F9AD033C56B031A5C2258AC90037E1CB,False,False,False,False,False,,"2,5 роки",,рік
1F8D5C57E97B88A6C22587ED004187E1,False,False,False,False,True,http://www.drlz.com.ua/ibp/lz_www.nsf/id/9B4CE2CDCD0AA186C2258B160053386F/$file/UA154450101_4857.mht,24 місяці,24.0,місяць
6970EE8B89E5A72AC22582900024649B,False,False,False,False,False,http://www.drlz.com.ua/ibp/lz_www.nsf/id/E46BC551F899BAD642258B8C0028E021/$file/UA154450101_9B1E.mht,24 місяці,24.0,місяць
B8DD60FC5E355382C22587F8003DCB7B,False,False,False,False,True,http://www.drlz.com.ua/ibp/lz_www.nsf/id/5FC748A5A71B357CC2258B160053387A/$file/UA154450102_BD06.mht,24 місяці,24.0,місяць
3CAB4B16E3E39BFFC22587260021CB52,False,False,False,False,False,http://www.drlz.com.ua/ibp/lz_www.nsf/id/683EBF09C712C30242258B8C0028E023/$file/UA154450102_EE5F.mht,24 місяці,24.0,місяць
941D1838ECFC93E4C225869300309A49,False,False,False,False,False,http://www.drlz.com.ua/ibp/lz_www.nsf/id/951702FE0977CCE3C2258B1E003A5711/$file/UA49020101_1CF8.mht,18 місяців,18.0,місяць
0BD035E73CB0B550C22584B6002FD442,False,False,False,False,False,http://www.drlz.com.ua/ibp/lz_www.nsf/id/7183099C094F5FC9C2258B0300272D9B/$file/UA175810101_67B0.mht,2 роки,2.0,рік
1F642A820F3D9265C225835900505452,False,False,False,False,False,http://www.drlz.com.ua/ibp/lz_www.nsf/id/FB96323A7726E82D42258A45005462D4/$file/UA23160101_CC4A.mht,5 років,5.0,рік
E101DAD662A9A171C22587F8003E7B5F,False,False,False,False,False,http://www.drlz.com.ua/ibp/lz_www.nsf/id/6A4D78E5EE65D2E742258B9B003D2F99/$file/UA62150101_F701.mht,3 роки,3.0,рік
5B440B832FB212F0C22580FF003C3037,False,False,False,False,False,http://www.drlz.com.ua/ibp/lz_www.nsf/id/B0DACAA8319CD3584225873D0051A851/$file/UA93450101_903B.mht,5 років,5.0,рік
3E7622BEE94157A4C22587ED00432913,False,False,False,False,True,http://www.drlz.com.ua/ibp/lz_www.nsf/id/1B2FDFAA3F1245E442258BD900409B5A/$file/UA105110201_B6D4.mht,2 роки,2.0,рік
7120802128B05F03C22580FF003CBD08,False,False,False,False,False,http://www.drlz.com.ua/ibp/lz_www.nsf/id/1E6D5DCA3127370942258BD900409B54/$file/UA105110201_A55A.mht,2 роки,2.0,рік
1EE5F54B37A270D0C22588A3003E8D4F,False,False,False,False,True,http://www.drlz.com.ua/ibp/lz_www.nsf/id/A1B6C6EE5452FC6142258BD900409B62/$file/UA105110202_C7A7.mht,2 роки,2.0,рік
10378E58FB2936A0C22580FF003D62C3,False,False,False,False,False,http://www.drlz.com.ua/ibp/lz_www.nsf/id/A15F28AFD0D2D53642258BD900409B67/$file/UA105110202_FA2C.mht,2 роки,2.0,рік
78EC63E9AABC7891C2258BB3002E0944,False,False,False,False,True,http://www.drlz.com.ua/ibp/lz_www.nsf/id/D03BEF17B958A4BC42258BD9004096FD/$file/UA105110101_8F70.mht,2 роки,2.0,рік
D3968618E3D6F00DC2258BB3002E79C6,False,False,False,False,False,http://www.drlz.com.ua/ibp/lz_www.nsf/id/042ACEF68CE7141842258BD9004096F9/$file/UA105110101_8F2F.mht,2 роки,2.0,рік
FC0F8AB87F3ADE57C2258A6D003184A8,False,False,False,False,False,http://www.drlz.com.ua/ibp/lz_www.nsf/id/C606E129AE68576942258A8A003D78C7/$file/UA102080101_C29B.mht,2 роки,2.0,рік
98C2F654C95F9AB5C2258B63003EB416,False,False,False,False,False,http://www.drlz.com.ua/ibp/lz_www.nsf/id/7CFB14A00568DCDB42258B57004EC7D3/$file/UA102080102_CD36.mht,2 роки,2.0,рік
66CC0C4CCEEEC0F8C22588520044A21B,False,False,False,False,False,http://www.drlz.com.ua/ibp/lz_www.nsf/id/107FAA2BE961752C42258A8A003D7661/$file/UA102080103_F26B.mht,3 роки,3.0,рік
DA1A10F75A63382AC22580FF003E28C4,False,False,False,False,True,http://www.drlz.com.ua/ibp/lz_www.nsf/id/98499D34616A224AC2258AE70057EC0F/$file/UA201570101_E3AF.mht,"2 роки.З мікробіологічної точки зору цей препарат слід застосувати негайно. Якщо не застосувати його негайно, термін зберігання та умови зберігання під час застосування є відповідальністю користувача та зазвичай не перевищують 24 годин при температурі від 2 до 8 °C, за винятком випадків, коли розведення відбувається в контрольованих та валідованих асептичних умовах.",2.0,рік
BF55585811444136C2258693002C10BB,False,False,False,False,False,http://www.drlz.com.ua/ibp/lz_www.nsf/id/AED1A7680C24655A42258BD9004045B2/$file/UA201570101_B40E.mht,2 роки,2.0,рік
75623D409EBC249BC225825000333D64,False,False,False,False,True,http://www.drlz.com.ua/ibp/lz_www.nsf/id/7F783D1424F20B67C2258ACF004C757D/$file/UA52600201_5D2F.mht,3 роки,3.0,рік
310B4797AB8F5FC0C2258BC6002ECD89,False,False,False,False,False,http://www.drlz.com.ua/ibp/lz_www.nsf/id/42E4376758EEE1BB42258B69004C1EFD/$file/UA52600201_37D2.mht,3 роки,3.0,рік
63828787AEE3299FC225885E001BBF21,False,False,False,False,False,http://www.drlz.com.ua/ibp/lz_www.nsf/id/2305C1717A56C109C2258AE7005A0EAF/$file/UA52600101_7F3D.mht,3 роки,3.0,рік
BDF5C5B95B37682AC225856900305027,False,False,False,False,False,http://www.drlz.com.ua/ibp/lz_www.nsf/id/D9661AA1D37BF2CE42258758003C10C7/$file/UA91910101_DB2B.mht,2 роки,2.0,рік
31D4698FF28970D9C225885400298538,False,True,False,False,False,http://www.drlz.com.ua/ibp/lz_www.nsf/id/6CB808E1618EA5AFC2258ACF0049DA71/$file/UA173670101_3426.mht,3 роки,3.0,рік
33536CA59FC5DE71C22588520044F435,False,True,False,False,False,http://www.drlz.com.ua/ibp/lz_www.nsf/id/E9C3C67B3DB66E4242258B9B003D21B1/$file/UA173670101_C460.mht,3 роки,3.0,рік
F1AB0924052EBBF4C225850B003E5B99,False,False,False,False,False,,4 роки,4.0,рік
245DC3A1FC97BA50C22589FF00229A57,False,False,False,False,False,http://www.drlz.com.ua/ibp/lz_www.nsf/id/2EA4444932E7AF9FC22586A900346BA8/$file/UA46830102_E954.mht,2 роки,2.0,рік
46CC1A5C367AD41FC22589FF0022D18F,False,False,False,False,False,http://www.drlz.com.ua/ibp/lz_www.nsf/id/03E99224551A84CB422589AA00396E0A/$file/UA46830101_BC89.mht,2 роки,2.0,рік
068628191C77A14EC22589FF00220ED9,False,False,False,False,False,http://www.drlz.com.ua/ibp/lz_www.nsf/id/B572C1DD228AE15B42258917002FEA09/$file/UA152770102_9554.mht,2 роки,2.0,рік
22F1DFF4CCAF2BDEC22587E60038875F,False,False,False,False,False,http://www.drlz.com.ua/ibp/lz_www.nsf/id/4C7F8DA9E493BE4242258917002FEA07/$file/UA152770101_440B.mht,2 роки,2.0,рік
FEB38E36ED902306C2258B4100437965,False,False,False,False,False,,5 років,5.0,рік
729E03AEE20EAA3CC22587F0002C418D,False,False,False,False,False,http://www.drlz.com.ua/ibp/lz_www.nsf/id/2AE73E51CD6841CE422589D30034745C/$file/UA02680101_152D.mht,2 роки,2.0,рік
9FDEB651EE804AD5C2258B4100450799,False,False,False,False,False,http://www.drlz.com.ua/ibp/lz_www.nsf/id/C1C7EA774B4D0D0142258A0D0032678D/$file/UA193870201_5699.mht,2 роки,2.0,рік
2D762684CD51FE44C22587F0002C5A28,False,False,False,False,False,http://www.drlz.com.ua/ibp/lz_www.nsf/id/F704A6DF1BF0F0CE42258A2000563AED/$file/UA193870101_83F6.mht,2 роки,2.0,рік
4C177FA7BD35B819C2258B4100462230,False,True,False,False,False,http://www.drlz.com.ua/ibp/lz_www.nsf/id/B75D6765C4CB2D1F422587EC00321865/$file/UA43730201_45FF.mht,2 роки,2.0,рік
3CD7772131EB983AC22587F0002C6D0A,False,True,False,False,False,http://www.drlz.com.ua/ibp/lz_www.nsf/id/D08120F6F242B6C8C2258ABE0071153F/$file/UA43730301_9818.mht,4 роки,4.0,рік
3DFD9B002126A221C2258B410044307D,False,True,False,False,False,http://www.drlz.com.ua/ibp/lz_www.nsf/id/49BDCCB2FAF3B23D42258BCF002CA751/$file/UA43730101_EC28.mht,3 роки,3.0,рік
7945A5A71CC505D6C22587F0002C81E7,False,True,False,False,False,http://www.drlz.com.ua/ibp/lz_www.nsf/id/5D4B686E54D4830CC2258AE70057EE85/$file/UA202640101_5CCB.mht,". 2 роки. Не застосовувати після закінчення терміну придатності, зазначеного на упаковці.Термін придатності визначає застосування препарату до останнього дня місяця.Після першого відкриття флакона препарат придатний для застосування протягом 6 місяців.",2.0,рік
C73DA592DDB918ECC2258B410046C5E7,False,True,False,False,False,http://www.drlz.com.ua/ibp/lz_www.nsf/id/6CA0770DAE7DC96642258B9B003D79EA/$file/UA152670101_3D62.mht,2 роки,2.0,рік
A5FA3987F28B1601C22588520045347C,False,True,False,False,False,http://www.drlz.com.ua/ibp/lz_www.nsf/id/C31F8F2A1B9E01B7C2258B1E0039F1D5/$file/UA43730401_A36B.mht,"4 роки. Не застосовувати після закінчення терміну придатності, зазначеного на упаковці. Термін придатності включає останній день вказаного місяця.",4.0,рік
2B02CC8D850AB22DC22580F4003408A0,False,True,False,False,False,http://www.drlz.com.ua/ibp/lz_www.nsf/id/0EF119AAA8018C48422587B10036A2B4/$file/UA64780101_2627.mht,5 років,5.0,рік
D69F0A8878492A88C225885200456306,True,False,False,False,False,http://www.drlz.com.ua/ibp/lz_www.nsf/id/9DFE2E7D9D884D2C42258BD90040A61F/$file/UA153630101_ED78.mht,4 роки,4.0,рік
3ADC32CB4A06A156C22587060041EFE3,False,False,False,False,False,http://www.drlz.com.ua/ibp/lz_www.nsf/id/52FE14D3F4D0B07EC2258B160052B749/$file/UA16550101_B93B.mht,5 років,5.0,рік
E64F17C0306509F1C22586C4002FBECB,False,False,False,False,False,http://www.drlz.com.ua/ibp/lz_www.nsf/id/BE7964594A108229C2258B160052B6E7/$file/UA16550102_1C31.mht,5 років,5.0,рік
D682437784549E5CC22587ED0043937F,False,False,False,False,False,,3 роки,3.0,рік
1CFEC8E3071375C5C22580CA002A2061,False,True,False,False,False,http://www.drlz.com.ua/ibp/lz_www.nsf/id/1127182D909F8F9D42258BB60039B1C9/$file/UA23360101_5DB4.mht,3 роки,3.0,рік
52AF5E244158E444C2258B40004883DE,False,True,False,False,False,http://www.drlz.com.ua/ibp/lz_www.nsf/id/15BFA92020F67B3D42258BB60039CF8C/$file/UA153670101_3DE9.mht,3 роки,3.0,рік
F117840DDF08DDBFC225893A00340B9B,False,False,False,False,False,http://www.drlz.com.ua/ibp/lz_www.nsf/id/B450ECD249404103422587CA0051B986/$file/UA160240101_57F3.mht,2 роки від дати виробництва препарату в упаковці in bulk,2.0,рік
7FA4AE440AB8789FC2258B41004761D6,False,True,False,False,False,http://www.drlz.com.ua/ibp/lz_www.nsf/id/459878D4F0268417C225863B00311D5F/$file/UA127680101_AD62.mht,2 роки,2.0,рік
15F239CB0E4BB731C22583AE0044A424,False,False,False,False,False,,період ретестування - 1 рік,1.0,рік
CBE0A553140B14BFC225850500264DC7,False,False,False,False,False,,період переконтролю - 3 роки,3.0,рік
0CD7AD199F3362BBC2258852002DE5D9,False,False,False,False,False,http://www.drlz.com.ua/ibp/lz_www.nsf/id/CC795D0174ECEBA7C225873400279C92/$file/UA178150102_E205.mht,2 роки,2.0,рік
2FC64085CA29369BC2258ACC00342EB4,False,False,False,False,False,http://www.drlz.com.ua/ibp/lz_www.nsf/id/C50C4C179F832CE9C225873400279C94/$file/UA178150101_ECF3.mht,2 роки,2.0,рік
800E909AF2067A05C2258768002653BB,False,False,False,False,False,http://www.drlz.com.ua/ibp/lz_www.nsf/id/926DB6211F2C5DB942258A4500542A1D/$file/UA181270102_2097.mht,2 роки,2.0,рік
C201999EE232E9D0C2258A91002CEAA1,False,False,False,False,False,http://www.drlz.com.ua/ibp/lz_www.nsf/id/12258A2CAB78C99842258A4500542A25/$file/UA181270103_666A.mht,2 роки,2.0,рік
26925119D435F9B4C225878800344613,False,False,False,False,False,http://www.drlz.com.ua/ibp/lz_www.nsf/id/4E671BFC4606016B42258A4500542A20/$file/UA181270101_52A4.mht,2 роки,2.0,рік
E7E635F6E83A7B1AC2258BAF003B8715,False,False,False,False,True,http://www.drlz.com.ua/ibp/lz_www.nsf/id/31E7EF03100E8406C225885800646C2A/$file/UA78810102_63D1.mht,3 роки,3.0,рік
3619DDFF02BAFBFBC2258AB30042FC4C,False,False,False,False,False,http://www.drlz.com.ua/ibp/lz_www.nsf/id/53767376ED152B8842258BB80034AF0D/$file/UA78810102_0329.mht,3 роки,3.0,рік
995257AE4C2A325FC2258B430036929E,False,False,False,False,False,http://www.drlz.com.ua/ibp/lz_www.nsf/id/EAA164FFAA82044A42258B26003B37DA/$file/UA173540101_CAC1.pdf,3 роки,3.0,рік
2F1CCFF236CF5649C2258B00002EF7EC,False,False,False,False,False,http://www.drlz.com.ua/ibp/lz_www.nsf/id/4A76A8D06C5FBF6242258BB80034FBE8/$file/UA173540101_292F.mht,3 роки,3.0,рік
4E2B17E64E1A3294C2258B94002559E9,False,False,False,False,True,http://www.drlz.com.ua/ibp/lz_www.nsf/id/6D3B9C9219A7DE45C225885800646C22/$file/UA78810103_36ED.mht,3 роки,3.0,рік
B2C62169F8C7144DC22586D30024CD07,False,False,False,False,False,http://www.drlz.com.ua/ibp/lz_www.nsf/id/730883D1FC65B1F742258BB80034AF1D/$file/UA78810103_5889.mht,3 роки,3.0,рік
BB2F48E8A915F393C2258BD3004864BE,False,False,False,False,False,http://www.drlz.com.ua/ibp/lz_www.nsf/id/157F8BC4423853F742258799003D6D40/$file/UA190710101_34E9.mht,4 роки,4.0,рік
5825FE2DD1F5BB4AC2258AA600430A3D,False,False,False,False,False,http://www.drlz.com.ua/ibp/lz_www.nsf/id/1AD49B03968B226942258799003D6D39/$file/UA190710102_230E.mht,4 роки,4.0,рік
5CDD134C5E29C699C22587AB0027CF51,False,False,False,False,True,http://www.drlz.com.ua/ibp/lz_www.nsf/id/533F5959B096779F42258A6E0032E5DF/$file/UA196980102_EB77.pdf,30 місяців,30.0,місяць
091C2E078ED5A181C2258B81002C2B06,False,False,False,False,True,http://www.drlz.com.ua/ibp/lz_www.nsf/id/A52765146573BE5942258B95006012DB/$file/UA196980102_E759.pdf,3 роки,3.0,рік
59F4229867EBC33EC2258898003255A6,False,False,False,False,False,http://www.drlz.com.ua/ibp/lz_www.nsf/id/9A7CE791D26C468242258BB8003496EB/$file/UA196980102_F628.pdf,3 роки,3.0,рік
843B70DF5E7704BCC2258AC9003886C9,False,False,False,False,True,http://www.drlz.com.ua/ibp/lz_www.nsf/id/25A454EFAB45216842258A6E0032E5DA/$file/UA196980103_BEBF.pdf,30 місяців,30.0,місяць
17A9480A4631F53AC2258AC9003B2E45,False,False,False,False,True,http://www.drlz.com.ua/ibp/lz_www.nsf/id/CC594D4F2136923D42258B9500601182/$file/UA196980103_2216.pdf,3 роки,3.0,рік
5800BB227B940760C2258AA600434F30,False,False,False,False,False,http://www.drlz.com.ua/ibp/lz_www.nsf/id/D65EF3B4C307B8BB42258BB8003496B8/$file/UA196980103_AC81.pdf,3 роки,3.0,рік
BAB66AB838804BC1C2258B93003819AC,False,False,False,False,True,http://www.drlz.com.ua/ibp/lz_www.nsf/id/F43E203C5D6FC63342258A6E0032E5DC/$file/UA196980101_D274.pdf,2 роки,2.0,рік
2EE4493750C6CBBCC2258B9300380756,False,False,False,False,True,http://www.drlz.com.ua/ibp/lz_www.nsf/id/F553547F78A849DE42258B9500601231/$file/UA196980101_C3B8.pdf,3 роки,3.0,рік
61D3D570DFF16714C22589FF00240C33,False,False,False,False,False,http://www.drlz.com.ua/ibp/lz_www.nsf/id/F9B1EA44D248CA5042258BB800349686/$file/UA196980101_88B8.pdf,3 роки,3.0,рік
18B944F28E315FBEC22589FF0023AA3F,False,False,False,False,False,http://www.drlz.com.ua/ibp/lz_www.nsf/id/0F1811AC9BEB2A0942258B8C002885AD/$file/UA205700101_9F05.mht,3 роки.,3.0,рік
3D1F27530A37EBB6C225867300297CE0,True,False,False,False,True,http://www.drlz.com.ua/ibp/lz_www.nsf/id/373968B93EB45DB8C2258AF9004C3EC2/$file/UA190370101_D9FA.pdf,3 роки,3.0,рік
125EEC0196F6ACC2C22586730028F8F1,True,False,False,False,False,http://www.drlz.com.ua/ibp/lz_www.nsf/id/18272CEE1615AC5B42258BB800349221/$file/UA190370101_C60A.pdf,3 роки,3.0,рік
FC379B4BB2DBD651C2258A4C002E0190,False,False,False,False,False,http://www.drlz.com.ua/ibp/lz_www.nsf/id/6CFB83EA71076260C2258B160053418B/$file/UA103690101_1B43.mht,3 роки.,3.0,рік
DF17F0BA322DA181C2258AD800415460,False,False,False,False,False,http://www.drlz.com.ua/ibp/lz_www.nsf/id/4D4ACA6E6D9A4FBA42258B4E0038A39D/$file/UA24450101_2A06.mht,3 роки,3.0,рік
295AA93442C95322C2258AD800412808,False,False,False,False,False,http://www.drlz.com.ua/ibp/lz_www.nsf/id/84BC6760BE68D90F42258A7B00403E8F/$file/UA139280102_0852.mht,3 роки,3.0,рік
B1A8CFF263548885C2258B3800271075,False,False,False,False,False,http://www.drlz.com.ua/ibp/lz_www.nsf/id/4E4F5CEC1B65513042258A7B00403E93/$file/UA139280101_C4AB.mht,3 роки,3.0,рік
47F0FE38BF5C1C0CC2258B9B0027FDD0,False,False,False,False,True,http://www.drlz.com.ua/ibp/lz_www.nsf/id/2C463A2ADA6C20234225896E0036BA9C/$file/UA53710101_61AA.mht,3 роки,3.0,рік
C9B8B1AFC42D96BAC2258B3800277F5E,False,False,False,False,False,http://www.drlz.com.ua/ibp/lz_www.nsf/id/4BA6F491755730A042258B4E0038AF12/$file/UA53710101_95DC.mht,3 роки,3.0,рік
71DB38CBC6340ED8C2258B380027B2D5,False,False,False,False,False,http://www.drlz.com.ua/ibp/lz_www.nsf/id/94B88973322DB474C2258B030023E5B6/$file/UA184440102_871F.mht,3 роки,3.0,рік
6DBEBF066AF2EF08C2258B380027D068,False,False,False,False,False,,3 роки,3.0,рік
DD4DFD45D52AF91AC2258B3800275A62,False,False,False,False,False,http://www.drlz.com.ua/ibp/lz_www.nsf/id/1F032AF177E86F8EC2258B030023E58C/$file/UA184440101_488A.mht,3 роки,3.0,рік
18E1A320EE155D5CC2258B3800281DEF,False,False,False,False,False,,3 роки,3.0,рік
B900A6D108433BB9C2258BD200437FF1,False,False,False,False,False,http://www.drlz.com.ua/ibp/lz_www.nsf/id/93A0982C6FEC6C7DC2258B030023E688/$file/UA184440202_5D3C.mht,5 років,5.0,рік
530DEAA4D06C0B54C2258B380027F9BA,False,False,False,False,False,,5 років,5.0,рік
3C9622B192AA6F4FC2258BD200431FD5,False,False,False,False,False,http://www.drlz.com.ua/ibp/lz_www.nsf/id/288B26408EDD6351C2258B030023E696/$file/UA184440201_D477.mht,5 років,5.0,рік
03BA3FC4D526A519C2258B950040E09D,False,False,False,False,False,,5 років,5.0,рік
6C9D44805E36A22BC2258AA7004538A5,False,False,False,True,False,http://www.drlz.com.ua/ibp/lz_www.nsf/id/1FBCEDCCD1611E92422589F70038DC46/$file/UA122370101_5E41.mht,5 років,5.0,рік
D139C752D51B2900C2258B4000496045,False,False,False,False,True,http://www.drlz.com.ua/ibp/lz_www.nsf/id/07372524C2F9238E42258A5C0027323C/$file/UA156690101_A3E3.mht,2 роки,2.0,рік
93CF64FDAF06B1F1C2258979002CA919,False,False,False,False,False,http://www.drlz.com.ua/ibp/lz_www.nsf/id/8A3D5AD66AB1E4E542258BD90040AA3F/$file/UA156690101_E325.mht,2 роки,2.0,рік
C480B61182E1314EC2258AFD0026280B,False,True,False,False,False,http://www.drlz.com.ua/ibp/lz_www.nsf/id/C13A1D8DA7F0E89342258B80002A3F6D/$file/UA145810101_7561.mht,3 роки,3.0,рік
8065F888DAFD01CAC2258AED002FBD67,False,True,False,False,False,http://www.drlz.com.ua/ibp/lz_www.nsf/id/AD8578D3A98EA3B542258BCF002CA217/$file/UA145820101_8E87.mht,3 роки,3.0,рік
8F1218C3AAFF83E2C22589BA0021BB2D,True,False,False,False,False,http://www.drlz.com.ua/ibp/lz_www.nsf/id/40E82F823883DBE0C22588580064E932/$file/UA158410101_10CD.mht,2 роки,2.0,рік
DB6DE50094F93379C2258B9000281C9B,True,False,False,False,False,http://www.drlz.com.ua/ibp/lz_www.nsf/id/ED1281BDD079FEBDC2258ACF00497106/$file/UA171460101_CC73.mht,3 роки,3.0,рік
EECD91E9D2EAF32EC2258B0000323CF7,True,False,False,False,False,http://www.drlz.com.ua/ibp/lz_www.nsf/id/820DC52C28B2ED4042258BCF002CB6F7/$file/UA171460101_F893.mht,3 роки,3.0,рік
D005F4090BC731D7C2258BAF003C6BC2,True,False,False,False,False,http://www.drlz.com.ua/ibp/lz_www.nsf/id/71C61241189E4151C22586AE003D8136/$file/UA147740101_8D58.mht,3 роки,3.0,рік
B0577B8C2295A04AC2258BAF003C3432,True,False,False,False,False,http://www.drlz.com.ua/ibp/lz_www.nsf/id/066D15E0D5975BEFC225866A00381DC1/$file/UA121220101_92D2.mht,2 роки,2.0,рік
